Jahr;Dokumentnr;Name;Partei;Thema;Titel
2018;19/39;Peter Weiß;CDU/CSU;Rentenpolitik;Für eine Angleichung der Renten von Vertriebenen, Aussiedlern und Spätaussiedlern
2018;19/36;Peter Weiß;CDU/CSU;Rentenpolitik;Die Erwerbsminderungsrente stärken
2018;19/36;Max Straubinger;CDU/CSU;Rentenpolitik;Die Erwerbsminderungsrente stärken
2018;19/36;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Die Erwerbsminderungsrente stärken
2018;19/42;Axel Knoerig;CDU/CSU;Arbeitsmarktpolitik;"Enquete-Kommission ""Berufliche Bildung in der digitalen Arbeitswelt"""
2018;19/42;Katrin Staffler;CDU/CSU;Arbeitsmarktpolitik;"Enquete-Kommission ""Berufliche Bildung in der digitalen Arbeitswelt"""
2018;19/42;Stephan Albani;CDU/CSU;Arbeitsmarktpolitik;"Enquete-Kommission ""Berufliche Bildung in der digitalen Arbeitswelt"""
2018;19/42;Jutta Krellmann;DIE LINKE;Arbeitsmarktpolitik;"Enquete-Kommission ""Berufliche Bildung in der digitalen Arbeitswelt"""
2018;19/42;Dr. Stefan Kaufmann;CDU/CSU;Arbeitsmarktpolitik;"Enquete-Kommission ""Berufliche Bildung in der digitalen Arbeitswelt"""
2018;19/42;Birke Bull-Bischoff;DIE LINKE;Arbeitsmarktpolitik;"Enquete-Kommission ""Berufliche Bildung in der digitalen Arbeitswelt"""
2018;19/42;Arnold Vaatz;CDU/CSU;Arbeitsmarktpolitik;"Enquete-Kommission ""Berufliche Bildung in der digitalen Arbeitswelt"""
2018;19/58;Peter Aumer;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Stärkung der Chancen für Qualifizierung und für mehr Schutz in der Arbeitslosenversicherung (Qualifizierungschancengesetz)
2018;19/58;Jessica Tatti;DIE LINKE;Arbeitsmarktpolitik;Gesetz zur Stärkung der Chancen für Qualifizierung und für mehr Schutz in der Arbeitslosenversicherung (Qualifizierungschancengesetz)
2018;19/58;Antje Lezius;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Stärkung der Chancen für Qualifizierung und für mehr Schutz in der Arbeitslosenversicherung (Qualifizierungschancengesetz)
2018;19/58;Sabine Zimmermann;DIE LINKE;Arbeitsmarktpolitik;Gesetz zur Stärkung der Chancen für Qualifizierung und für mehr Schutz in der Arbeitslosenversicherung (Qualifizierungschancengesetz)
2018;19/58;Peter Weiß;CDU/CSU;Arbeitsmarktpolitik;Gesetz zur Stärkung der Chancen für Qualifizierung und für mehr Schutz in der Arbeitslosenversicherung (Qualifizierungschancengesetz)
2018;19/61;Sabine Zimmermann;DIE LINKE;Arbeitsmarktpolitik;Zehntes Gesetz zur Änderung des Zweiten Buches Sozialgesetzbuch - Schaffung neuer Teilhabechancen für Langzeitarbeitslose auf dem allgemeinen und sozialen Arbeitsmarkt (Teilhabechancengesetz - 10. SGB II-ÄndG)
2018;19/61;Peter Weiß;CDU/CSU;Arbeitsmarktpolitik;Zehntes Gesetz zur Änderung des Zweiten Buches Sozialgesetzbuch - Schaffung neuer Teilhabechancen für Langzeitarbeitslose auf dem allgemeinen und sozialen Arbeitsmarkt (Teilhabechancengesetz - 10. SGB II-ÄndG)
2018;19/61;Kai Whittaker;CDU/CSU;Arbeitsmarktpolitik;Zehntes Gesetz zur Änderung des Zweiten Buches Sozialgesetzbuch - Schaffung neuer Teilhabechancen für Langzeitarbeitslose auf dem allgemeinen und sozialen Arbeitsmarkt (Teilhabechancengesetz - 10. SGB II-ÄndG)
2018;19/61;Stephan Stracke;CDU/CSU;Arbeitsmarktpolitik;Zehntes Gesetz zur Änderung des Zweiten Buches Sozialgesetzbuch - Schaffung neuer Teilhabechancen für Langzeitarbeitslose auf dem allgemeinen und sozialen Arbeitsmarkt (Teilhabechancengesetz - 10. SGB II-ÄndG)
2019;19/119;Gökay Akbulut;DIE LINKE;Flüchtlingspolitik;Gesetzes zur Änderung des Aufenthaltsgesetzes (Aufenthaltsänderungsgesetz - AufenthÄndG)
2019;19/119;Alexander Throm;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Änderung des Aufenthaltsgesetzes (Aufenthaltsänderungsgesetz - AufenthÄndG)
2019;19/119;Michael Kuffer;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Änderung des Aufenthaltsgesetzes (Aufenthaltsänderungsgesetz - AufenthÄndG)
2019;19/80;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Die Werkstattgespräche der CDU und die Konsequenzen für die Asylpolitik der Bundesregierung
2019;19/80;Alexander Throm;CDU/CSU;Flüchtlingspolitik;Die Werkstattgespräche der CDU und die Konsequenzen für die Asylpolitik der Bundesregierung
2019;19/80;Marian Wendt;CDU/CSU;Flüchtlingspolitik;Die Werkstattgespräche der CDU und die Konsequenzen für die Asylpolitik der Bundesregierung
2019;19/80;Michael Kuffer;CDU/CSU;Flüchtlingspolitik;Die Werkstattgespräche der CDU und die Konsequenzen für die Asylpolitik der Bundesregierung
2019;19/80;Detlef Seif;CDU/CSU;Flüchtlingspolitik;Die Werkstattgespräche der CDU und die Konsequenzen für die Asylpolitik der Bundesregierung
2019;19/98;Susanne Ferschl;DIE LINKE;Flüchtlingspolitik;Für einen konsequenten Ansatz in der Einwanderungspolitik - Eckpunkte eines umfassenden Einwanderungsgesetzbuches
2019;19/98;Gökay Akbulut;DIE LINKE;Flüchtlingspolitik;Für einen konsequenten Ansatz in der Einwanderungspolitik - Eckpunkte eines umfassenden Einwanderungsgesetzbuches
2019;19/98;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Für einen konsequenten Ansatz in der Einwanderungspolitik - Eckpunkte eines umfassenden Einwanderungsgesetzbuches
2019;19/98;Thorsten Frei;CDU/CSU;Flüchtlingspolitik;Für einen konsequenten Ansatz in der Einwanderungspolitik - Eckpunkte eines umfassenden Einwanderungsgesetzbuches
2019;19/98;Peter Weiß;CDU/CSU;Flüchtlingspolitik;Für einen konsequenten Ansatz in der Einwanderungspolitik - Eckpunkte eines umfassenden Einwanderungsgesetzbuches
2019;19/98;Dr. Mathias Middelberg;CDU/CSU;Flüchtlingspolitik;Für einen konsequenten Ansatz in der Einwanderungspolitik - Eckpunkte eines umfassenden Einwanderungsgesetzbuches
2019;19/98;Nina Warken;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Entfristung des Integrationsgesetzes
2019;19/98;Alexander Throm;CDU/CSU;Flüchtlingspolitik;Gesetzes zur Entfristung des Integrationsgesetzes
2019;19/133;Antje Lezius;CDU/CSU;Rentenpolitik;Immer mehr Rentnerinnen und Rentner leben von der Tafel - Altersarmut bekämpfen
2019;19/133;Max Straubinger;CDU/CSU;Rentenpolitik;Immer mehr Rentnerinnen und Rentner leben von der Tafel - Altersarmut bekämpfen
2019;19/133;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Immer mehr Rentnerinnen und Rentner leben von der Tafel - Altersarmut bekämpfen
2019;19/133;Frank Heinrich;CDU/CSU;Rentenpolitik;Immer mehr Rentnerinnen und Rentner leben von der Tafel - Altersarmut bekämpfen
2019;19/133;Peter Weiß;CDU/CSU;Rentenpolitik;Immer mehr Rentnerinnen und Rentner leben von der Tafel - Altersarmut bekämpfen
2019;19/133;Susanne Ferschl;DIE LINKE;Rentenpolitik;Immer mehr Rentnerinnen und Rentner leben von der Tafel - Altersarmut bekämpfen
2019;19/118;Max Straubinger;CDU/CSU;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/118;Albert H. Weiler;CDU/CSU;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/118;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/118;Frank Heinrich;CDU/CSU;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/118;Dr. Gesine Lötzsch;DIE LINKE;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/118;Matthias Höhn;DIE LINKE;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/118;Jana Schimke;CDU/CSU;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/116;Frank Heinrich;CDU/CSU;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/116;Albert H. Weiler;CDU/CSU;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/116;Peter Weiß;CDU/CSU;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/116;Dr. Gesine Lötzsch;DIE LINKE;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/116;Max Straubinger;CDU/CSU;Rentenpolitik;Renteneinheit herstellen - Ostrenten umgehend an das Westniveau angleichen
2019;19/104;Sebastian Brehm;CDU/CSU;Rentenpolitik;Rentenbesteuerung vereinfachen und Doppelbesteuerung vermeiden
2019;19/104;Olav Gutting;CDU/CSU;Rentenpolitik;Rentenbesteuerung vereinfachen und Doppelbesteuerung vermeiden
2019;19/104;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Rentenbesteuerung vereinfachen und Doppelbesteuerung vermeiden
2019;19/89;Max Straubinger;CDU/CSU;Rentenpolitik;Solidarische Mindestrente einführen - Altersarmut wirksam bekämpfen und das Rentenniveau anheben
2019;19/89;Jana Schimke;CDU/CSU;Rentenpolitik;Solidarische Mindestrente einführen - Altersarmut wirksam bekämpfen und das Rentenniveau anheben
2019;19/89;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Solidarische Mindestrente einführen - Altersarmut wirksam bekämpfen und das Rentenniveau anheben
2019;19/89;Peter Weiß;CDU/CSU;Rentenpolitik;Solidarische Mindestrente einführen - Altersarmut wirksam bekämpfen und das Rentenniveau anheben
2019;19/98;Susanne Ferschl;DIE LINKE;Arbeitsmarktpolitik;Fachkräfte für den Arbeitsmarkt von morgen
2019;19/98;Gökay Akbulut;DIE LINKE;Arbeitsmarktpolitik;Fachkräfte für den Arbeitsmarkt von morgen
2019;19/98;Thorsten Frei;CDU/CSU;Arbeitsmarktpolitik;Fachkräfte für den Arbeitsmarkt von morgen
2019;19/98;Peter Weiß;CDU/CSU;Arbeitsmarktpolitik;Fachkräfte für den Arbeitsmarkt von morgen
2019;19/98;Matthias Middleberg;CDU/CSU;Arbeitsmarktpolitik;Fachkräfte für den Arbeitsmarkt von morgen
2019;19/127;Katja Kipping;DIE LINKE;Arbeitsmarktpolitik;Liberales Bürgergeld einführen - Einstiegs-und Aufstiegsdynamik im Arbeitsmarkt verbessern - Hartz IV reformieren
2019;19/127;Matthias W. Birkwald;DIE LINKE;Arbeitsmarktpolitik;Liberales Bürgergeld einführen - Einstiegs-und Aufstiegsdynamik im Arbeitsmarkt verbessern - Hartz IV reformieren
2019;19/127;Dr. Matthias Zimmer;CDU/CSU;Arbeitsmarktpolitik;Liberales Bürgergeld einführen - Einstiegs-und Aufstiegsdynamik im Arbeitsmarkt verbessern - Hartz IV reformieren
2019;19/127;Peter Weiß;CDU/CSU;Arbeitsmarktpolitik;Liberales Bürgergeld einführen - Einstiegs-und Aufstiegsdynamik im Arbeitsmarkt verbessern - Hartz IV reformieren
2019;19/127;Kai Whittaker;CDU/CSU;Arbeitsmarktpolitik;Liberales Bürgergeld einführen - Einstiegs-und Aufstiegsdynamik im Arbeitsmarkt verbessern - Hartz IV reformieren
2019;19/127;Dr. Astrid Freudenstein;CDU/CSU;Arbeitsmarktpolitik;Liberales Bürgergeld einführen - Einstiegs-und Aufstiegsdynamik im Arbeitsmarkt verbessern - Hartz IV reformieren
2019;19/134;Dr. Diether Dehm;DIE LINKE;Arbeitsmarktpolitik;Fairness für Selbstständige - Statusfeststellungsverfahren reformieren, Altersvorsorge ermöglichen, Kranken-und Arbeitslosenversicherung öffnen
2019;19/134;Wilfried Oellers;CDU/CSU;Arbeitsmarktpolitik;Fairness für Selbstständige - Statusfeststellungsverfahren reformieren, Altersvorsorge ermöglichen, Kranken-und Arbeitslosenversicherung öffnen
2019;19/134;Jessica Tatti;DIE LINKE;Arbeitsmarktpolitik;Fairness für Selbstständige - Statusfeststellungsverfahren reformieren, Altersvorsorge ermöglichen, Kranken-und Arbeitslosenversicherung öffnen
2019;19/134;Max Straubinger;CDU/CSU;Arbeitsmarktpolitik;Fairness für Selbstständige - Statusfeststellungsverfahren reformieren, Altersvorsorge ermöglichen, Kranken-und Arbeitslosenversicherung öffnen
2020;19/146;Gökay Akbulut;DIE LINKE;Flüchtlingspolitik;Bericht der Beauftragten der Bundesregierung für Migration, Flüchtlinge und Integration - VI Deutscher Bundestag - 19. Wahlperiode - 146. Sitzung. Berlin, Donnerstag, den 13. Februar 2020 Deutschland kann Integration: Potenziale fördern, Integration fordern, Zusammenhalt stärken
2020;19/146;Nina Warken;CDU/CSU;Flüchtlingspolitik;Bericht der Beauftragten der Bundesregierung für Migration, Flüchtlinge und Integration - VI Deutscher Bundestag - 19. Wahlperiode - 146. Sitzung. Berlin, Donnerstag, den 13. Februar 2020 Deutschland kann Integration: Potenziale fördern, Integration fordern, Zusammenhalt stärken
2020;19/148;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Besonders Schutzbedürftige aus dem Mittelmeerraum aufnehmen und kommunale Aufnahme ermöglichen
2020;19/148;Josef Oster;CDU/CSU;Flüchtlingspolitik;Besonders Schutzbedürftige aus dem Mittelmeerraum aufnehmen und kommunale Aufnahme ermöglichen
2020;19/148;Detlef Seif;CDU/CSU;Flüchtlingspolitik;Besonders Schutzbedürftige aus dem Mittelmeerraum aufnehmen und kommunale Aufnahme ermöglichen
2020;19/148;Alexander Throm;CDU/CSU;Flüchtlingspolitik;Besonders Schutzbedürftige aus dem Mittelmeerraum aufnehmen und kommunale Aufnahme ermöglichen
2020;19/155;Michel Brandt;DIE LINKE;Flüchtlingspolitik;Für einen solidarischen und menschenrechtsbasierten Neuanfang in der Europäischen Flüchtlingspolitik
2020;19/155;Thorsten Frei;CDU/CSU;Flüchtlingspolitik;Für einen solidarischen und menschenrechtsbasierten Neuanfang in der Europäischen Flüchtlingspolitik
2020;19/155;Dr. Volker Ullrich;CDU/CSU;Flüchtlingspolitik;Für einen solidarischen und menschenrechtsbasierten Neuanfang in der Europäischen Flüchtlingspolitik
2020;19/174;Dr. Dietmar Bartsch;DIE LINKE;Flüchtlingspolitik;Konsequenzen aus dem Brand in Moria ziehen - Lager auf den griechischen Inseln auflösen und Geflüchtete in Deutschland aufnehmen
2020;19/174;Michel Brandt;DIE LINKE;Flüchtlingspolitik;Konsequenzen aus dem Brand in Moria ziehen - Lager auf den griechischen Inseln auflösen und Geflüchtete in Deutschland aufnehmen
2020;19/174;Elisabeth Motschmann;CDU/CSU;Flüchtlingspolitik;Konsequenzen aus dem Brand in Moria ziehen - Lager auf den griechischen Inseln auflösen und Geflüchtete in Deutschland aufnehmen
2020;19/174;Thorsten Frei;CDU/CSU;Flüchtlingspolitik;Konsequenzen aus dem Brand in Moria ziehen - Lager auf den griechischen Inseln auflösen und Geflüchtete in Deutschland aufnehmen
2020;19/174;Michael Kuffer;CDU/CSU;Flüchtlingspolitik;Konsequenzen aus dem Brand in Moria ziehen - Lager auf den griechischen Inseln auflösen und Geflüchtete in Deutschland aufnehmen
2020;19/202;Frank Heinrich;CDU/CSU;Rentenpolitik;Corona-Krise generationengerecht überwinden - Nachholfaktor in der Rentenformel wiedereinführen
2020;19/202;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Corona-Krise generationengerecht überwinden - Nachholfaktor in der Rentenformel wiedereinführen
2020;19/202;Max Straubinger;CDU/CSU;Rentenpolitik;Corona-Krise generationengerecht überwinden - Nachholfaktor in der Rentenformel wiedereinführen
2020;19/192;Tobias Zech;CDU/CSU;Rentenpolitik;Gesetzes zur Verbesserung der Transparenz in der Alterssicherung und der Rehabilitation sowie zur Modernisierung der Sozialversicherungswahlen (Gesetz Digitale Rentenübersicht)
2020;19/192;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Gesetzes zur Verbesserung der Transparenz in der Alterssicherung und der Rehabilitation sowie zur Modernisierung der Sozialversicherungswahlen (Gesetz Digitale Rentenübersicht)
2020;19/192;Max Straubinger;CDU/CSU;Rentenpolitik;Gesetzes zur Verbesserung der Transparenz in der Alterssicherung und der Rehabilitation sowie zur Modernisierung der Sozialversicherungswahlen (Gesetz Digitale Rentenübersicht)
2020;19/191;Jana Schimke;CDU/CSU;Rentenpolitik;Rückwirkende Einbeziehung der DDR-Altübersiedlerinnen und DDR-Altübersiedler in die Gesetzgebung zur Rentenüberleitung
2020;19/191;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Rückwirkende Einbeziehung der DDR-Altübersiedlerinnen und DDR-Altübersiedler in die Gesetzgebung zur Rentenüberleitung
2020;19/191;Frank Heinrich;CDU/CSU;Rentenpolitik;Rückwirkende Einbeziehung der DDR-Altübersiedlerinnen und DDR-Altübersiedler in die Gesetzgebung zur Rentenüberleitung
2020;19/187;Kai Whittaker;CDU/CSU;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2020;19/187;Jana Schimke;CDU/CSU;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2020;19/187;Klaus Ernst;DIE LINKE;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2020;19/187;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2020;19/187;Max Straubinger;CDU/CSU;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2020;19/187;Patrick Schnieder;CDU/CSU;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2020;19/187;Dr. Dietmar Bartsch;DIE LINKE;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2020;19/163;Max Straubinger;CDU/CSU;Rentenpolitik;Solidarische Mindestrente einführen - Altersarmut wirksam bekämpfen und das Rentenniveau anheben
2020;19/163;Albert H. Weiler;CDU/CSU;Rentenpolitik;Solidarische Mindestrente einführen - Altersarmut wirksam bekämpfen und das Rentenniveau anheben
2020;19/163;Antje Lezius;CDU/CSU;Rentenpolitik;Solidarische Mindestrente einführen - Altersarmut wirksam bekämpfen und das Rentenniveau anheben
2020;19/163;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Solidarische Mindestrente einführen - Altersarmut wirksam bekämpfen und das Rentenniveau anheben
2020;19/163;Peter Weiß;CDU/CSU;Rentenpolitik;Solidarische Mindestrente einführen - Altersarmut wirksam bekämpfen und das Rentenniveau anheben
2020;19/161;Susanne Ferschl;DIE LINKE;Arbeitsmarktpolitik;Arbeitszeitverkürzung in der Pflege - Sechs-Stunden-Schichten retten Leben
2020;19/161;Lothar Riebsamen;CDU/CSU;Arbeitsmarktpolitik;Arbeitszeitverkürzung in der Pflege - Sechs-Stunden-Schichten retten Leben
2020;19/161;Erich Irlstorfer;CDU/CSU;Arbeitsmarktpolitik;Arbeitszeitverkürzung in der Pflege - Sechs-Stunden-Schichten retten Leben
2020;19/161;Pia Zimmermann;DIE LINKE;Arbeitsmarktpolitik;Arbeitszeitverkürzung in der Pflege - Sechs-Stunden-Schichten retten Leben
2020;19/161;Erwin Rüddel;CDU/CSU;Arbeitsmarktpolitik;Arbeitszeitverkürzung in der Pflege - Sechs-Stunden-Schichten retten Leben
2020;19/161;Emmi Zeulner;CDU/CSU;Arbeitsmarktpolitik;Arbeitszeitverkürzung in der Pflege - Sechs-Stunden-Schichten retten Leben
2020;19/186;Thomas Heilmann;CDU/CSU;Arbeitsmarktpolitik;Arbeitsrecht updaten - Moderner Rechtsrahmen für orts-und zeitflexibles Arbeiten
2020;19/186;Jessica Tatti;DIE LINKE;Arbeitsmarktpolitik;Arbeitsrecht updaten - Moderner Rechtsrahmen für orts-und zeitflexibles Arbeiten
2020;19/186;Stephan Stracke;CDU/CSU;Arbeitsmarktpolitik;Arbeitsrecht updaten - Moderner Rechtsrahmen für orts-und zeitflexibles Arbeiten
2020;19/171;Klaus-Peter Willsch;CDU/CSU;Arbeitsmarktpolitik;Abschaffung der Vorfälligkeit der Sozialversicherungsbeiträge - Rückkehr zur bewährten alten Regelung
2020;19/171;Klaus Ernst;DIE LINKE;Arbeitsmarktpolitik;Abschaffung der Vorfälligkeit der Sozialversicherungsbeiträge - Rückkehr zur bewährten alten Regelung
2020;19/171;Bernhard Loos;CDU/CSU;Arbeitsmarktpolitik;Abschaffung der Vorfälligkeit der Sozialversicherungsbeiträge - Rückkehr zur bewährten alten Regelung
2020;19/171;Jan Metzler;CDU/CSU;Arbeitsmarktpolitik;Abschaffung der Vorfälligkeit der Sozialversicherungsbeiträge - Rückkehr zur bewährten alten Regelung
2020;19/159;Lothar Riebsamen;CDU/CSU;Arbeitsmarktpolitik;Professionelle Pflegekräfte wertschätzen und entlasten - Nicht nur in der Corona-Krise
2020;19/159;Pia Zimmermann;DIE LINKE;Arbeitsmarktpolitik;Professionelle Pflegekräfte wertschätzen und entlasten - Nicht nur in der Corona-Krise
2020;19/159;Erich Irlstorfer;CDU/CSU;Arbeitsmarktpolitik;Professionelle Pflegekräfte wertschätzen und entlasten - Nicht nur in der Corona-Krise
2020;20/37;Susanne Ferschl;DIE LINKE;Arbeitsmarktpolitik;Beschäftigtenrechte stärken - Arbeitszeit europarechtskonform dokumentieren
2020;20/34;Ates Gürpinar;DIE LINKE;Arbeitsmarktpolitik;Arbeitsbedingungen in der Langzeitpflege nachhaltig verbessern - Faktisches Veto-Recht der kirchlichen Kommissionen streichen
2020;20/34;Diana Stöcker;CDU/CSU;Arbeitsmarktpolitik;Arbeitsbedingungen in der Langzeitpflege nachhaltig verbessern - Faktisches Veto-Recht der kirchlichen Kommissionen streichen
2021;20/2;Gökay Akbulut;DIE LINKE;Flüchtlingspolitik;Migration ordnen, steuern und begrenzen - Neue Pullfaktoren verhindern - Lukaschenko stoppen
2021;20/3;Zaklin Nastic;DIE LINKE;Flüchtlingspolitik;Massenmigration über Polen mit grenzpolizeilichen Maßnahmen rechtzeitig verhindern und nachhaltige Abwehrmaßnahmen sicherstellen
2021;20/3;Thomas Erndl;CDU/CSU;Flüchtlingspolitik;Massenmigration über Polen mit grenzpolizeilichen Maßnahmen rechtzeitig verhindern und nachhaltige Abwehrmaßnahmen sicherstellen
2021;20/3;Dr. Katja Leikert;CDU/CSU;Flüchtlingspolitik;Massenmigration über Polen mit grenzpolizeilichen Maßnahmen rechtzeitig verhindern und nachhaltige Abwehrmaßnahmen sicherstellen
2021;20/3;Dr. Mathias Middelberg;CDU/CSU;Flüchtlingspolitik;Massenmigration über Polen mit grenzpolizeilichen Maßnahmen rechtzeitig verhindern und nachhaltige Abwehrmaßnahmen sicherstellen
2021;19/217;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Menschenwürdige Unterbringung an den europäischen Außengrenzen und faire Asylverfahren sicherstellen
2021;19/217;Thorsten Frei;CDU/CSU;Flüchtlingspolitik;Menschenwürdige Unterbringung an den europäischen Außengrenzen und faire Asylverfahren sicherstellen
2021;19/217;Detlef Seif;CDU/CSU;Flüchtlingspolitik;Menschenwürdige Unterbringung an den europäischen Außengrenzen und faire Asylverfahren sicherstellen
2021;19/217;Michael Kuffer;CDU/CSU;Flüchtlingspolitik;Menschenwürdige Unterbringung an den europäischen Außengrenzen und faire Asylverfahren sicherstellen
2021;19/233;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Integrationsprobleme durch kulturelle Prägungen wahrnehmen - Neues Forschungsfeld beim Forschungszentrum des Bundesamtes für Migration und Flüchtlinge einrichten
2021;19/233;Christoph de Vries;CDU/CSU;Flüchtlingspolitik;Integrationsprobleme durch kulturelle Prägungen wahrnehmen - Neues Forschungsfeld beim Forschungszentrum des Bundesamtes für Migration und Flüchtlinge einrichten
2021;19/233;Marian Wendt;CDU/CSU;Flüchtlingspolitik;Integrationsprobleme durch kulturelle Prägungen wahrnehmen - Neues Forschungsfeld beim Forschungszentrum des Bundesamtes für Migration und Flüchtlinge einrichten
2021;19/233;Chritsoph Bernstiel;CDU/CSU;Flüchtlingspolitik;Integrationsprobleme durch kulturelle Prägungen wahrnehmen - Neues Forschungsfeld beim Forschungszentrum des Bundesamtes für Migration und Flüchtlinge einrichten
2021;19/235;Ulla Jelpke;DIE LINKE;Flüchtlingspolitik;Verantwortung anerkennen - Gruppenverfahren zur Aufnahme afghanischer Ortskräfte einführen
2021;19/235;Eckhard Gnodtke;CDU/CSU;Flüchtlingspolitik;Verantwortung anerkennen - Gruppenverfahren zur Aufnahme afghanischer Ortskräfte einführen
2021;19/235;Josef Oster;CDU/CSU;Flüchtlingspolitik;Verantwortung anerkennen - Gruppenverfahren zur Aufnahme afghanischer Ortskräfte einführen
2021;19/235;Thorsten Frei;CDU/CSU;Flüchtlingspolitik;Verantwortung anerkennen - Gruppenverfahren zur Aufnahme afghanischer Ortskräfte einführen
2021;19/233;Sepp Müller;CDU/CSU;Rentenpolitik;Urteil des Bundesfinanzhofs ernst nehmen - Doppelbesteuerung von Renten verhindern
2021;19/233;Sebastian Brehm;CDU/CSU;Rentenpolitik;Urteil des Bundesfinanzhofs ernst nehmen - Doppelbesteuerung von Renten verhindern
2021;19/233;Olav Gutting;CDU/CSU;Rentenpolitik;Urteil des Bundesfinanzhofs ernst nehmen - Doppelbesteuerung von Renten verhindern
2021;19/233;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Urteil des Bundesfinanzhofs ernst nehmen - Doppelbesteuerung von Renten verhindern
2021;19/233;Antje Tillmann;CDU/CSU;Rentenpolitik;Urteil des Bundesfinanzhofs ernst nehmen - Doppelbesteuerung von Renten verhindern
2021;19/231;Matthias W. Birkwald;DIE LINKE;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2021;19/231;Kai Whittaker;CDU/CSU;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2021;19/231;Jana Schimke;CDU/CSU;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2021;19/231;Max Straubinger;CDU/CSU;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2021;19/231;Dr. Dietmar Bartsch;DIE LINKE;Rentenpolitik;Bundestagsabgeordnete in die gesetzliche Rentenversicherung einbeziehen
2021;19/230;Alexander Krauß;CDU/CSU;Rentenpolitik;Renteneinheit sofort herstellen - Umrechnung bis 2030 beibehalten
2021;19/230;Albert H. Weiler;CDU/CSU;Rentenpolitik;Renteneinheit sofort herstellen - Umrechnung bis 2030 beibehalten
2021;19/230;Matthias Höhn;DIE LINKE;Rentenpolitik;Renteneinheit sofort herstellen - Umrechnung bis 2030 beibehalten
2021;19/222;Peter Weiß;CDU/CSU;Rentenpolitik;30 Jahre DDR-Rentenüberleitung - Ansprüche anerkennen
2021;19/222;Matthias Höhn;DIE LINKE;Rentenpolitik;30 Jahre DDR-Rentenüberleitung - Ansprüche anerkennen
2021;19/222;Albert H. Weiler;CDU/CSU;Rentenpolitik;30 Jahre DDR-Rentenüberleitung - Ansprüche anerkennen
2021;19/222;Max Straubinger;CDU/CSU;Rentenpolitik;Gesetzliche Rentenversicherung stärken, verlässliche Alterssicherung für alle sicherstellen
