Jahr;Dokumentnr;Name;Partei;Thema;Titel;Text;;;;;;;;
2011;17/145;Thomas Strobl;CDU/CSU;Steuerpolitik;Standort Deutschland sichern - Stuttgart 21 zügig umsetzen und geplante Mehrbelastung für den Mittelstand durch grüne Steuerpolitik verhindern;Herr Präsident! Verehrte Kolleginnen und Kollegen! Die Bürgerinnen und Bürger Baden-Württembergs haben am vergangenen Sonntag bei der Volksabstimmung über den Bahnhof Stuttgart 21 eine sehr klare Entscheidung getroffen. (Dr. Martin Lindner [Berlin] [FDP]: So ist es!) 59 Prozent stimmten mit Nein. Sie stimmten gegen den Ausstieg Baden-Württembergs aus diesem Bahnhofsprojekt. Nur 41 Prozent waren für einen solchen Ausstieg, und das bei einer für Volksabstimmungen sehr, sehr hohen Wahlbeteiligung von nahezu 50 Prozent. Das ist eine sehr klare Entscheidung für den Bahnhof Stuttgart 21 und damit auch eine sehr klare Entscheidung für den Wirtschaftsstandort Baden-Württemberg und für den Wirtschaftsstandort Deutschland. (Beifall bei der CDU/CSU und der FDP sowie bei Abgeordneten der SPD) Hier ist auch klar zu sagen, dass diese Entscheidung in Baden-Württemberg sehr konsistent gewesen ist. Die große Mehrheit der Menschen im ländlichen Raum in Baden-Württemberg hat sich für diesen Bahnhof ausgesprochen. Auf der Alb, an der Donau, aber auch am Neckar, im Hochverdichtungsraum und in der Stadt Stuttgart selbst, in der dieses Thema (Fritz Kuhn [BÜNDNIS 90/DIE GRÜNEN]: Vergessen Sie mal Baden nicht, Herr Kollege!) - von Ihnen, Herr Kollege Kuhn, immer wieder befeuert - über viele Monate hinweg eine große Rolle gespielt hat, haben die Bürgerinnen und Bürger entschieden, dass sie diesen Bahnhof wollen. In der Region Stuttgart war die Mehrheit sogar noch größer. Das ist eine klare Entscheidung. Jetzt haben wir klare Verhältnisse. (Beifall bei der CDU/CSU und der FDP) Ich bin sehr froh darüber, dass dieses ökologisch und ökonomisch wichtige Schienenprojekt (Sylvia Kotting-Uhl [BÜNDNIS 90/DIE GRÜNEN]: Oh! Jetzt aber!) für Baden-Württemberg, aber auch für ganz Deutschland, jetzt realisiert werden kann, und es sollte schnell realisiert werden. Herr Kollege Kuhn, damit sollten auch die Querschüsse - nicht die Zwischenrufe, aber die Querschüsse - ein Ende haben. (Sylvia Kotting-Uhl [BÜNDNIS 90/DIE GRÜNEN]: Welche Querschüsse?) Das gilt beispielsweise für Querschüsse aus der Landesregierung Baden-Württembergs. Das gilt für die Querschüsse aus den Reihen der Grünen, und das gilt für weitere Querschüsse. Deswegen fordere ich den Ministerpräsidenten des Landes Baden-Württemberg und seinen Verkehrsminister nachdrücklich dazu auf, zum Stuttgarter Bahnhof zu gehen und mit den Menschen dort zu sprechen, um ihnen das Abstimmungsergebnis zu erklären, um zu erklären, dass der Bahnhof gebaut wird. Die Grünen haben die Menschen dort über Jahre hinweg auf die Bäume gebracht. (Dr. Joachim Pfeiffer [CDU/CSU]: Genau!) Sie haben die Stimmung angeheizt. Jetzt holen Sie die Menschen bitte wieder von den Bäumen herunter, und erklären Sie, dass der Bahnhof gebaut wird. (Beifall bei der CDU/CSU und der FDP -Sylvia Kotting-Uhl [BÜNDNIS 90/DIE GRÜ-NEN]: Sie haben sie mit Wasserwerfern von den Bäumen runtergeholt!) Diese Entscheidung in Baden-Württemberg ist, so meine ich, auch ein gutes Signal für Deutschland. Wa-rum ist das so? Wir hätten ansonsten in Zukunft bei Projekten in Deutschland ein Problem gehabt, egal ob es sich um einen Kindergarten oder ein Großprojekt gehandelt hätte, weil mit dem Hinweis auf Stuttgart 21 eine Minderheit von Gegnern gesagt hätte: Wenn wir nur laut genug sind und wenn wir nur lange genug dagegen sind, werden wir es verhindern können. - Jetzt kommt von den Bürgerinnen und Bürgern Baden-Württembergs ein klares Signal für die Zukunft. Es wird in Deutschland auch in Zukunft möglich sein, wichtige Infrastrukturprojekte zu planen und durchzusetzen. Das gilt für Straßenprojekte, das gilt für Schienenprojekte, das gilt für Stromtrassen - und das ist wichtig für den Wirtschaftsstandort Deutschland, für die Arbeitsplätze in der Zukunft und für unseren Wohlstand. Deutschland hat Zukunft. (Beifall bei der CDU/CSU und der FDP) Ich möchte eine letzte Bemerkung machen. Ich glaube, dass dieses Abstimmungsergebnis in Baden-Württemberg auch eine Bestätigung unserer parlamentarischen Demokratie gewesen ist. (Beifall bei der CDU/CSU und der FDP -Sylvia Kotting-Uhl [BÜNDNIS 90/DIE GRÜ-NEN]: Dann senken Sie jetzt das Quorum! Runter mit dem Quorum!) - Jetzt hören Sie doch einmal zu;;;;;;;;
2011;17/148;Richard Pitterle;DIE LINKE;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung;Sehr geehrte Frau Präsidentin! Verehrte Kolleginnen und Kollegen! Die Ankündigungen, die Sie als Bundesregierung in Bezug auf die Steuerpolitik machen, sind wie die ständigen EU-Gipfeltreffen zur Euro-Krise: Eine folgt auf die andere, aber was dabei herauskommt, ist nur heiße Luft. (Beifall bei der LINKEN sowie des Abg. Manfred Zöllmer [SPD]) Dass bei der Unternehmensbesteuerung und bei der Mehrwertsteuer schon seit Monaten nichts passiert - auf die Kritik von Frau Höll sind Sie überhaupt nicht eingegangen -, haben wir schon zur Genüge gehört. Letzte Woche haben Sie angekündigt, sich der kalten Progression widmen zu wollen. Nach dem vom Bundeskabinett beschlossenen Gesetzentwurf soll der Grundfreibetrag für das steuerliche Existenzminimum für Ledige bis 2014 um 350 Euro auf 8 354 Euro ansteigen, und der Tarifverlauf soll um 4,4 Prozent verschoben werden. Die Reichensteuer von 45 Prozent soll nicht erst ab 250 731 Euro gelten, sondern schon ab 250 000 Euro. Für n-tv ist das Steuerpaket eine „Mogelpackung“, das Handelsblatt spricht von einem „Steuerreförmchen von geradezu lächerlichem Ausmaß“. Die Bürgerinnen und Bürger verstehen diese Diskussion nicht. Unsere Schulden steigen, weil Sie die Steuerzahler für die Zockereien der Banken und Spekulanten aufkommen lassen. Viele Menschen machen sich Sorgen, ob das Geld, das sie für den Lebensabend gespart haben, nicht verloren geht. In dieser Situation erwarten die Menschen, dass es bei der Steuer gerecht zugeht, aber dafür ist die Regierungskoalition die vollkommen falsche Adresse. Schwarz-Gelb behauptet immer großmundig, unser Steuersystem sei nicht ungerecht und die reichen Schultern würden so viel tragen. Das haben wir von Herrn Dr. Steffel wieder gehört. Schauen Sie einmal genau auf das, was in diesem Monat die renommierte, international tätige OECD über Deutschland veröffentlicht hat! In ihrem Bericht „Divided We Stand“ steht schwarz auf weiß, dass Ihre Steuerpolitik ungerecht ist und eine Umverteilung von unten nach oben bewirkt. Zum Beispiel konstatiert die OECD, dass - ich zitiere -ein wichtiger Teil der steigenden Ungleichheit in Deutschland die Entwicklung von Kapitaleinkommen ist. Der Anteil von Kapitaleinkommen an der gesamten Einkommensungleichheit hat sich von 8 Prozent auf 15,5 Prozent fast verdoppelt. Woran liegt das? Die einfache Antwort: An Ihrer schwarz-gelben Abgeltungsteuer! Sie haben dafür gesorgt, dass jeder 25 Prozent Steuern auf sein Kapitaleinkommen zahlt: sowohl die alleinerziehende Mutter, die das Geld für ihr Kind auf dem Sparbuch anlegt, als auch der reiche Bankmanager, der mit seinen fetten Boni an den Finanzmärkten spekuliert. Beide zahlen auf ihre Zinsen und Dividenden 25 Prozent. Von wegen: Die starken Schultern tragen eine starke Last. (Beifall bei der LINKEN)Statt dem Staat die nötigen Steuereinnahmen zu verschaffen, um seine Schulden zu senken, sorgen Sie dafür, dass der Bankmanager mit seinen Kapitalgewinnen die nächste Finanzblase befeuern kann. Bei den Bürgerinnen und Bürgern gibt es auch kein Verständnis dafür, dass Sie durch das Steuerabkommen mit der Schweiz die Steuerhinterziehung legalisieren wollen. Damit es steuerpolitisch gerecht zugeht, brauchen wir die Anhebung des Spitzensteuersatzes bei der Einkommensteuer und die Anhebung der Körperschaftsteuer. Warum folgen Sie nicht endlich den Aufforderungen der zahlreich sich zu Wort meldenden Vermögenden mit Sinn für das Gemeinwohl, die von sich aus verlangen: „Verhätschelt uns Millionäre nicht länger!“? Diese werben für eine Vermögensteuer. Also tun Sie Ihnen und uns allen den Gefallen und führen Sie endlich die Vermögensteuer als Millionärssteuer ein! (Beifall bei der LINKEN - Dr. Daniel Volk [FDP]: Ein echter Beitrag zur Steuervereinfachung!) Die Behauptung, höhere Steuern führten zu weniger Investitionen und weniger Arbeitsplätzen, hat der amerikanische Milliardär Warren Buffett vor kurzem als ein Ammenmärchen zurückgewiesen. Er wies darauf hin, dass in der Zeit der höchsten Unternehmensteuern in den USA die meisten Arbeitsplätze geschaffen wurden. Ich finde: Die Zeit der Bundesregierung ist abgelaufen -meine Redezeit zwar auch, aber ich komme wieder. (Heiterkeit bei der LINKEN und der SPD) Danke. (Beifall bei der LINKEN - Manfred Grund [CDU/CSU]: Aber mit einer anderen Rede, oder?) Vizepräsidentin Petra Pau: Das Wort hat der Kollege Norbert Schindler für die Unionsfraktion. (Beifall bei der CDU/CSU und der FDP) Norbert Schindler (CDU/CSU;;;;;;;;
2011;17/148;Barbara Höll;DIE LINKE;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung;Frau Präsidentin! Liebe Kolleginnen und Kollegen! Weihnachten naht. Viele Kinder hoffen, dass sie das Ihrige getan haben und der Weihnachtsmann sie reich beschenken möge. Die Bundesregierung agiert wie eine Riege Weihnachtsmänner und Weihnachtsfrauen, gestützt von vielen kleinen Wichteln;;;;;;;;
2011;17/148;Mathias Middelberg;CDU/CSU;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung;Frau Präsidentin! Meine Damen und Herren! Liebe Kolleginnen! Liebe Kollegen! Hier hat es eine Aneinanderreihung von Fehlanzeigen gegeben. Hier war die Rede davon, junge Menschen hätten in diesem Land keine Perspektive mehr. Hier wurden derartige Krisenszenarien gemalt, dass ich mich während der Debatte manchmal gefragt habe: Wird hier noch über Deutschland gesprochen, oder wo leben Sie? Ich finde, das waren Schilderungen, die an der Wirklichkeit in diesem Lande ziemlich weit vorbeigingen. Das, was zum Schluss vorgetragen wurde, Frau Kollegin Kressl, (Nicolette Kressl [SPD]: Ich habe nur die Bundesregierung zitiert!) fand ich zum Teil höchst kleinkrämerisch. (Klaus-Peter Flosbach [CDU/CSU]: Ja!) Man könnte es freundlich ausdrücken und „detailverliebt“ sagen. Man könnte es, wenn man es böse formulieren will, aber auch Erbsenzählerei nennen. (Lothar Binding [Heidelberg] [SPD]: Na, na! -Nicolette Kressl [SPD]: Sie sollten nicht so über Ihren Koalitionsvertrag reden!) Wir sollten einen Strich darunter machen und uns vor Augen führen, wie Deutschland im Moment dasteht. Der Kollege Steffel und der Kollege Schindler haben eben sehr schön deutlich gemacht: Wir haben die niedrigste Arbeitslosigkeit in diesem Land seit über 20 Jahren. Wir haben zwei hervorragende Wachstumsjahre mit deutlich über 3 Prozent Wachstum hinter uns. Wir haben aufgrund der soliden konjunkturellen und wirtschaftlichen Entwicklung - das ist übrigens eine Aussage der Bundesagentur für Arbeit - erstmals seit vielen Jahren, seit der Einführung von Hartz IV - dieses Gesetz haben Sie ja beschlossen -, einen ganz deutlichen Rückgang der Zahl der Langzeitarbeitslosen zu verzeichnen. Um das konkret aufzugreifen, sage ich Ihnen: Junge Leute haben im Moment die wahrscheinlich seit langer, langer Zeit besten Perspektiven in diesem Lande. (Beifall bei der CDU/CSU sowie bei Abgeordneten der FDP) Ich will gar nicht alles, was wir gemacht haben, aufzählen. Im Zusammenhang mit dem Wachstumsbeschleunigungsgesetz kann man natürlich sagen, wir hätten unsere Klientel bedient;;;;;;;;
2011;17/148;Norbert Schindler;CDU/CSU;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung;Einen schönen guten Abend, meine Damen und Herren! Liebe Gäste auf den Tribünen! Liebe Christine Scheel, ich rufe dir zu: Viel Glück in der neuen Verantwortung! Das mache ich wegen der persönlichen Begleitung über all die 17 Jahre im Parlament hinweg;;;;;;;;
2011;17/148;Frank Steffel;CDU/CSU;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung;Frau Präsidentin! Meine Damen und Herren! Liebe Frau Scheel, Sie haben zu Recht angemahnt, dass man das Gesamte und das Große betrachten und dass man auch Gemeinsamkeiten betonen soll. Ich will dem einmal insofern folgen, als dass ich den schwierigen Versuch unternehme, Steuerpolitik an ihrem Ergebnis zu messen. Ich definiere dazu drei Ziele, die uns vielleicht Gemeinsamkeit bescheren. Ziel Nummer eins aus meiner Sicht sind Wachstum und Beschäftigung. Ziel Nummer zwei ist die Reduzierung von Schulden, und Ziel Nummer drei sollte Steuergerechtigkeit sein. Jetzt möchte ich mich bemühen, diese drei Ziele an den Ergebnissen der Politik der amtierenden Bundesregierung zu messen. Wachstum und Beschäftigung: Wir können zufrieden feststellen, die Zahl der Arbeitslosen ist von über 5 Millionen auf 2,7 Millionen fast halbiert worden. (Klaus-Peter Flosbach [CDU/CSU]: Davon haben die Grünen nur geträumt!) Wir können weiterhin feststellen, dass die Zahl der Arbeitsplätze seit 2005, als Angela Merkel Bundeskanzlerin wurde, von 38,7 Millionen auf 41,6 Millionen, also um fast 3 Millionen, gestiegen ist. Das entspricht übrigens fast dreimal der Zahl der Beschäftigten, die die deutsche Hauptstadt Berlin hat, um diese abstrakte Zahl einmal einzuordnen. Wir können feststellen, dass die Wirtschaftsleistung nicht mehr um 4,7 Prozent zurückgeht, sondern wir als Wachstumslokomotive in Europa Gott sei Dank circa 3 Prozent Wachstum haben. Wir können auch feststellen - das freut uns alle gemeinsam sicherlich -, dass der Aufschwung bei den Arbeitnehmerinnen und Arbeitnehmern und bei den Rentnerinnen und Rentnern in Deutschland in Form von steigenden Renten und steigenden Einkommen und Löhnen ankommt. (Beifall bei Abgeordneten der CDU/CSU und der FDP) Wir können uns darüber hinaus freuen, dass bei den Sozialversicherungsbeiträgen der Rentenversicherungsbeitrag zum 1. Januar 2012 von 19,9 Prozent auf 19,6 Prozent gesenkt wird. (Matthias W. Birkwald [DIE LINKE]: Das ist falsch! Die gehen woanders hin!) Auch diese Reduzierung an Belastung kommt bei den Arbeitnehmerinnen und Arbeitnehmern an. Also: Wachstum und Beschäftigung, das erste Ziel, hat die Bundesregierung erreicht. (Beifall bei der CDU/CSU sowie bei Abgeordneten der FDP) Ich komme zum zweiten Ziel. (Lisa Paus [BÜNDNIS 90/DIE GRÜNEN]: Die Legislaturperiode hat nur vier Jahre!) Das zweite Ziel von Steuerpolitik sollte Schuldenreduzierung bzw. solide Haushaltsführung sein. Wir können feststellen, dass statt der knapp 40 Milliarden Euro Schulden, die ohne Krise unter Rot-Grün Herr Eichel zwei Jahre nacheinander gemacht hat und die mit Krise Finanzminister Steinbrück zwei Jahre lang gemacht hat, der amtierende Finanzminister Schäuble wahrscheinlich in wenigen Wochen der deutschen Öffentlichkeit eine Nettoverschuldung von unter 20 Milliarden Euro wird vorstellen können. Das heißt, wir haben nicht nur die Schuldenbremse durchgesetzt und werden sie auch einhalten, sondern wir unterbieten sogar die ehrgeizigen Ziele der Schuldenbremse und sorgen dafür, dass steigende Steuereinnahmen auch zu weniger Schulden führen. Und auch das sei erwähnt: Wir werden im Jahr 2012 - das ist ein historisches Novum in der Geschichte der Republik - einen Bundeshaushalt vorlegen, in dem die geplanten Ausgaben unter den geplanten Ausgaben von2011 liegen. Meine Damen und Herren, das ist die nachhaltige und verantwortungsvolle Steuer- und Haushaltspolitik dieser Bundesregierung. (Beifall bei der CDU/CSU und der FDP) Ich will auch etwas zum Thema Steuereinnahmen sagen. Es wurde hier ja der Eindruck erweckt, in diesem Bereich wurde nichts getan. Die Steuereinnahmen sind von 2005 bis 2010 gesamtstaatlich von 452 Milliarden Euro auf 571 Milliarden Euro gestiegen. Das heißt, die deutsche Bevölkerung hat 120 Milliarden Euro mehr Steuern gezahlt, aber im Wesentlichen nicht aufgrund von Steuererhöhungen, sondern aufgrund steigender Einkommen, mehr Konsum und mehr Wohlstand und all den anderen Folgen, die im Zusammenhang mit dem Aufschwung für den Haushalt verbunden sind. Damit können wir feststellen: Auch das zweite Ziel - deutliche Verbesserung des Haushalts - haben wir erreicht. Ich komme zum dritten Ziel: Steuergerechtigkeit. Liebe Kolleginnen und Kollegen, drei Zahlen: Das untere Drittel der Lohn- und Einkommensteuerzahler in der Bundesrepublik Deutschland zahlt 0,6 Prozent des Lohn- und Einkommensteueraufkommens. 30 Prozent der Menschen zahlen unter 1 Prozent der Steuern. Die oberen 10 Prozent, die Sie immer weiter belasten wollen, zahlen heute schon über 55 Prozent der Lohn- und Einkommensteuern in Deutschland. (Dr. Barbara Höll [DIE LINKE]: Ja! Und wie hoch ist ihr Anteil am Einkommen? 70 Prozent!) Eine Familie mit zwei Erwachsenen und zwei Kindern zahlt bis knapp 40 000 Euro Einkommen in Deutschland überhaupt keine Steuern. Sozialer geht es nicht. Weniger Steuern als null geht auch nicht. Also ist auch die Steuergerechtigkeit bei dieser Regierung in guten Händen. Darüber hinaus wollen wir die Progression abbauen und dafür sorgen, dass Menschen, die sich mehr Einkommen erarbeiten, wenigstens ein bisschen davon behalten können. Also: Auch das dritte Ziel scheint erreicht zu sein. (Petra Hinz [Essen] [SPD]: Mehr Schein als Sein!) Meine Damen und Herren, ich bitte Sie, die nächsten Ziele auch zu unterstützen. Blockieren Sie nicht aus ideologischen oder parteitaktischen Gründen notwendige Maßnahmen im Bundesrat, sondern sorgen Sie dafür, dass auch der Aufschwung der nächsten zwei Jahre bei den Arbeitnehmerinnen und Arbeitnehmern sowie bei den Rentnerinnen und Rentnern in Deutschland ankommt! Denn wir sollten Politik in Deutschland an den Ergebnissen messen und nicht an irgendwelchen Ideologien ausrichten. Herzlichen Dank. (Beifall bei der CDU/CSU und der FDP -Petra Hinz [Essen] [SPD]: Die Politik sollte sich an den Bedürfnissen der Menschen orientieren!) Vizepräsidentin Petra Pau: Das Wort hat der Kollege Lothar Binding für die SPD-Fraktion. (Beifall bei der SPD) Lothar Binding (Heidelberg) (SPD;;;;;;;;
2011;17/148;Hans Michelbach;CDU/CSU;Steuerpolitik;Angekündigte, aber bisher nicht angegangene steuerpolitische Vorhaben der Bundesregierung;Frau Präsidentin! Kolleginnen und Kollegen! Die heutige Aktuelle Stunde ist eine vortreffliche Gelegenheit, unsere zielführenden steuerpolitischen Erfolge darzustellen. (Beifall bei der CDU/CSU und der FDP - Lachen bei Abgeordneten der SPD) Darüber hinaus können wir den Unterschied zum Steuererhöhungskartell der Opposition klarstellen. Ihre Weihnachtsgeschichte war doch wirklich voll daneben. Das, was Sie hier in der Weihnachtsgeschichte verpackt haben, kann ich nur ablehnen und infrage stellen. So kann man das sicher nicht sehen. (Britta Haßelmann [BÜNDNIS 90/DIE GRÜ-NEN]: Wo ist denn das Konzept, Herr Michelbach?) Wir betreiben eine Steuerpolitik, die Wachstum fördert und die die Leistungsbereitschaft der Bürger stärkt. Dagegen können Sie immer nur die Steuerschraube weiter anziehen. Das Abkassiermodell heißt in diesem Haus seit jeher: Rot-Rot-Grün. (Beifall bei der CDU/CSU und der FDP) Mit dieser Aktuellen Stunde können wir darstellen, was gemacht wurde und was wir noch auf der Agenda haben. (Lisa Paus [BÜNDNIS 90/DIE GRÜNEN]: Nutzen Sie die Gelegenheit! - Christine Scheel [BÜNDNIS 90/DIE GRÜNEN]: Ich warte seit zwei Minuten auf das, was Sie darstellen wollen!) Mit dem Wachstumsbeschleunigungsgesetz, mit dem Umsatzsteuer-Änderungsgesetz, mit dem Steuervereinfachungsgesetz, mit der Neuordnung der steuerlichen Abzugsfähigkeit von Ausbildungskosten, mit dem Schwarzgeldbekämpfungsgesetz, mit dem Gesetz zur steuerlichen Förderung von energetischen Sanierungsmaßnahmen haben wir in den letzten zwei Jahren eine ehrgeizige Steuerpolitik betrieben. Da können wir Erfolge vorweisen. Das sind steuerpolitische Schritte auf dem richtigen Weg, um Wachstum zu erzielen und die Leistungsfähigkeit unserer Bürger weiter zu stärken. Dieser Wachstumsimpuls, insbesondere mit dem Wachstumsbeschleunigungsgesetz, hat uns letzten Endes (Bernd Scheelen [SPD]: Die Kommunen 1,6 Milliarden Euro gekostet!) die Finanz- und Wirtschaftskrise überstehen lassen. Mit dem Gesetz haben wir einen starken Wachstumsimpuls gesetzt, um rasch und gestärkt aus dieser Krise herauszukommen. Deswegen haben wir jetzt die positive Situation auf dem Arbeitsmarkt, einen Rückgang derJugendarbeitslosigkeit. Das ist der Erfolg des Wachstumsbeschleunigungsgesetzes, ein wesentliches Steuergesetz unserer Legislaturperiode. (Beifall bei der CDU/CSU und der FDP) Wir haben die Bürger und die Unternehmen um 8,5 Milliarden Euro entlastet. Die größte Einzelmaßnahme hat Familien und Kindern geholfen. Allein die Anhebung der Kinderfreibeträge und des Kindergeldes hat Familien mit Kindern um rund 4,6 Milliarden Euro entlastet. Wir haben mit dem Umsatzsteuer-Änderungsgesetz die Istbesteuerung auf eine Jahresumsatzgrenze von 500 000 Euro angehoben, um den kleinen und mittelständischen Unternehmen stabil und dauerhaft zu helfen, Liquiditätsengpässe zu überbrücken und einen Beitrag zu Beschäftigung und Wachstum in diesen Betrieben zu leisten. Das ist ein echter Erfolg. (Beifall bei der CDU/CSU sowie bei Abgeordneten der FDP) Wir haben mit der Steuervereinfachung den Steuerdschungel gelichtet. Die Steuererklärung kann künftig einfacher, schneller und auch papierlos erledigt werden. Damit ist eine steuerliche Entlastung in der Größenordnung von immerhin 590 Millionen Euro verbunden. Ich darf den Arbeitnehmerpauschbetrag in Erinnerung rufen, den wir von 920 Euro auf 1 000 Euro erhöht haben. Insgesamt 21,6 Millionen Arbeitnehmer haben keinen Einzelnachweis mehr zu führen. Das ist ein großer Vereinfachungsbeitrag, den wir geleistet haben. Wir haben die Unternehmen vom Bürokratieaufwand entlastet. Jetzt haben wir das Gesetz zum Abbau der kalten Progression. (Lisa Paus [BÜNDNIS 90/DIE GRÜNEN]: Wo ist es?) Wir haben das Thema Steuergerechtigkeit angepackt. Es geht um 6 Milliarden Euro Entlastung. Wir machen das Gegenteil von dem, was Sie machen: Sie wollen die Leute immer mehr belasten und immer neue Steuererhöhungen vornehmen. Das ist das Abkassiermodell, das Sie betreiben. Wir haben dagegen eine leistungsfreundliche und absolut arbeitnehmerfreundliche Lösung, insbesondere bei der kalten Progression und bei den heimlichen Steuererhöhungen. (Bernd Scheelen [SPD]: 3 Euro im Monat!) Deswegen ist es wichtig, dass wir diese steuerliche Maßnahme voranbringen. Ich kann Sie nur bitten: Kommen Sie auf den Weg der steuerpolitischen Vernunft! Nehmen Sie die Blockade in der Steuerpolitik zurück! Was Sie im Bundesrat an Blockade betreiben, insbesondere bei der Gebäudesanierung, ist unsäglich. (Lisa Paus [BÜNDNIS 90/DIE GRÜNEN]: Wer hat sich denn nicht bewegt?) Dr. h. c. Hans Michelbach Deswegen können Sie hier nicht mit einer Aktuellen Stunde punkten. Sie sollten vielmehr Vernunft walten lassen und zur Entlastung unserer Bürgerinnen und Bürger und Unternehmen die Steuerpolitik unterstützen. (Beifall bei der CDU/CSU und der FDP) Vizepräsidentin Katrin Göring-Eckardt: Petra Hinz hat jetzt das Wort für die SPD-Fraktion. (Beifall bei der SPD) Petra Hinz (Essen) (SPD;;;;;;;;
2011;17/140;Barbara Höll;DIE LINKE;Steuerpolitik;Verlustverrechnung einschränken - Steuereinnahmen sicherstellen;;;;;;;;;
2011;17/140;Olav Gutting;CDU/CSU;Steuerpolitik;Verlustverrechnung einschränken - Steuereinnahmen sicherstellen;;;;;;;;;
2011;17/140;Christian Freiherr von Stetten;CDU/CSU;Steuerpolitik;Verlustverrechnung einschränken - Steuereinnahmen sicherstellen;;;;;;;;;
2011;17/140;Hans Michelbach;CDU/CSU;Steuerpolitik;Verlustverrechnung einschränken - Steuereinnahmen sicherstellen;;;;;;;;;
2011;17/140;Mathias Middelberg;CDU/CSU;Steuerpolitik;Verlustverrechnung einschränken - Steuereinnahmen sicherstellen;;;;;;;;;
2012;17/184;Gesine Lötzsch;DIE LINKE;Steuerpolitik;Gesetz über die Feststellung eines Nachtrags zum Bundeshaushaltsplan für das Haushaltsjahr 2012 (Nachtragshaushaltsgesetz 2012);Vielen Dank, Frau Präsidentin. - Meine sehr geehrten Damen und Herren! Mit diesem Nachtragshaushalt soll der deutsche Beitrag für den Europäischen Stabilitätsmechanismus, ESM, bereitgestellt werden. So wurde es ja schon vorgetragen. Es geht aber um viel mehr. Es geht um die Frage, ob der Euro dieses Jahr überleben wird. Die Bundesregierung wird von Regierungen und Währungsexperten aus der ganzen Welt aufgefordert, endlich ihrer Verantwortung gerecht zu werden, mutig zu handeln und den Euro zu retten. Doch alle Hilferufe und Ermahnungen prallen an dieser Regierung ab. Sie handelt engstirnig und verantwortungslos. Das muss endlich ein Ende haben. (Beifall bei der LINKEN) Nicht nur wir als Linke halten den ESM und den Fiskalpakt für völlig ungeeignet, die Euro-Krise zu lösen;;;;;;;;
